OBJECTID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x_AOI,y_AOI,Median Income_AOI,Min Distance,AOI,Average Income_AOI,Latitude,Longitude,Date,ECO_L2T_LSTE_002_LST,ECO_L2T_LSTE_002_LST_err,ECO_L2T_LSTE_002_QC,ECO_L2T_LSTE_002_QC_bitmask,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags,ECO_L2T_LSTE_002_QC_Mandatory_QA_flags_Description,ECO_L2T_LSTE_002_QC_Data_quality_flag,ECO_L2T_LSTE_002_QC_Data_quality_flag_Description,ECO_L2T_LSTE_002_QC_LST_accuracy,ECO_L2T_LSTE_002_QC_LST_accuracy_Description,ObjectId,x_LST,y_LST,AOI Latitude,AOI Longitude,Median Income_LST,Average Income_LST
427,3019,-97.76001496,30.48914895,,100,100,0,,100,7/1/22 1:36,2550.3 secs,,0,0,15,0,15,,0,0,0,14,51,0,0,5,,,,,,,,,,0,,,,,,,,,,,3019,-97.76001496,30.48914895,,100,100,0,,100,7/1/22 1:36,2550.3 secs,,0,0,15,0,15,,0,0,0,14,51,0,0,5,,,,,,,,,,0,,,,,,,,,,,-97.76001496,30.48914895,117987,1210.256896,30,197599.5811,30.48914895,-97.76001496,2023-08-20 11:19:52 UTC,298.2999878,2.4400001,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),58002,-97.76001496,30.48914895,30.48914895,-97.76001496,117987,197599.5811
428,3020,-97.76001496,30.49364555,,100,100,0,,99,7/1/22 19:45,65324.3 secs,,0,0,18,0,26,,0,6,0,19,15,0,3,13,,,,,,,,,,0,,,,,,,,,,,3020,-97.76001496,30.49364555,,100,100,0,,99,7/1/22 19:45,65324.3 secs,,0,0,18,0,26,,0,6,0,19,15,0,3,13,,,,,,,,,,0,,,,,,,,,,,-97.76001496,30.49364555,117987,1201.603519,30,197599.5811,30.49364555,-97.76001496,2022-09-07 04:47:44 UTC,300.2000122,2.52,2496,0b0000100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),60287,-97.76001496,30.49364555,30.49364555,-97.76001496,117987,197599.5811
429,3021,-97.76001496,30.49814215,,100,100,0,,100,7/1/22 19:51,380.3 secs,,0,0,21,0,20,,0,1,0,16,12,0,18,12,,,,,,,,,,0,,,,,,,,,,,3021,-97.76001496,30.49814215,,100,100,0,,100,7/1/22 19:51,380.3 secs,,0,0,21,0,20,,0,1,0,16,12,0,18,12,,,,,,,,,,0,,,,,,,,,,,-97.76001496,30.49814215,117987,1385.632826,30,197599.5811,30.49814215,-97.76001496,2023-09-09 11:26:30 UTC,296.8999939,2.3199999,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),62976,-97.76001496,30.49814215,30.49814215,-97.76001496,117987,197599.5811
430,3022,-97.76001496,30.50263876,,100,100,0,,100,7/1/22 19:57,350.1 secs,,0,0,1,0,16,,0,3,0,15,53,0,3,9,,,,,,,,,,0,,,,,,,,,,,3022,-97.76001496,30.50263876,,100,100,0,,100,7/1/22 19:57,350.1 secs,,0,0,1,0,16,,0,3,0,15,53,0,3,9,,,,,,,,,,0,,,,,,,,,,,-97.76001496,30.50263876,117987,1700.913706,30,197599.5811,30.50263876,-97.76001496,2024-06-02 01:51:27 UTC,297.1000061,2.6800001,1472,0b0000010111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),65337,-97.76001496,30.50263876,30.50263876,-97.76001496,117987,197599.5811
431,3023,-97.76001496,30.50713536,,100,100,0,,100,7/1/22 20:00,188.2 secs,,0,0,16,0,1,,0,0,2,0,14,0,65,2,,,,,,,,,,0,,,,,,,,,,,3023,-97.76001496,30.50713536,,100,100,0,,100,7/1/22 20:00,188.2 secs,,0,0,16,0,1,,0,0,2,0,14,0,65,2,,,,,,,,,,0,,,,,,,,,,,-97.76001496,30.50713536,117987,2088.83581,30,197599.5811,30.50713536,-97.76001496,2023-08-20 19:29:08 UTC,328.6799927,2.4000001,18112,0b0100011011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),69950,-97.76001496,30.50713536,30.50713536,-97.76001496,117987,197599.5811
432,3024,-97.76001496,30.51163196,,100,100,0,,100,7/1/22 20:04,191.8 secs,,0,0,0,0,4,,0,0,7,0,55,0,34,0,,,,,,,,,,0,,,,,,,,,,,3024,-97.76001496,30.51163196,,100,100,0,,100,7/1/22 20:04,191.8 secs,,0,0,0,0,4,,0,0,7,0,55,0,34,0,,,,,,,,,,0,,,,,,,,,,,-97.76001496,30.51163196,117987,2516.021419,30,197599.5811,30.51163196,-97.76001496,2022-09-15 09:42:28 UTC,292.2999878,1.4400001,36544,0b1000111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),72633,-97.76001496,30.51163196,30.51163196,-97.76001496,117987,197599.5811
433,3025,-97.75479682,30.48914895,,100,100,0,,100,7/1/22 20:10,369.1 secs,,0,0,1,0,5,,0,0,8,2,19,0,57,8,,,,,,,,,,0,,,,,,,,,,,3025,-97.75479682,30.48914895,,100,100,0,,100,7/1/22 20:10,369.1 secs,,0,0,1,0,5,,0,0,8,2,19,0,57,8,,,,,,,,,,0,,,,,,,,,,,-97.75479682,30.48914895,117987,730.5172099,30,197599.5811,30.48914895,-97.75479682,2022-06-23 10:41:10 UTC,296.2000122,2.3599999,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),58633,-97.75479682,30.48914895,30.48914895,-97.75479682,117987,197599.5811
434,3026,-97.75479682,30.49364555,,100,100,0,,100,7/1/22 20:17,426.6 secs,,0,0,13,0,8,,0,3,2,17,32,1,13,11,,,,,,,,,,0,,,,,,,,,,,3026,-97.75479682,30.49364555,,100,100,0,,100,7/1/22 20:17,426.6 secs,,0,0,13,0,8,,0,3,2,17,32,1,13,11,,,,,,,,,,0,,,,,,,,,,,-97.75479682,30.49364555,117987,716.1197304,30,197599.5811,30.49364555,-97.75479682,2024-06-24 08:44:01 UTC,298.1199951,2.6800001,18885,0b0100100111000101,0b01,"Pixel produced, nominal quality",0b01,Missing stripe pixel in bands 1 and 5,0b01,1.5 - 2 K (Marginal performance),60683,-97.75479682,30.49364555,30.49364555,-97.75479682,117987,197599.5811
435,3027,-97.75479682,30.49814215,,100,100,0,,100,7/1/22 20:23,362.1 secs,,0,0,8,0,18,,0,2,29,20,9,0,5,9,,,,,,,,,,0,,,,,,,,,,,3027,-97.75479682,30.49814215,,100,100,0,,100,7/1/22 20:23,362.1 secs,,0,0,8,0,18,,0,2,29,20,9,0,5,9,,,,,,,,,,0,,,,,,,,,,,-97.75479682,30.49814215,117987,994.4835824,30,197599.5811,30.49814215,-97.75479682,2023-08-13 21:50:49 UTC,320.8399963,2.2,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),62428,-97.75479682,30.49814215,30.49814215,-97.75479682,117987,197599.5811
436,3028,-97.75479682,30.50263876,,100,100,0,,100,7/1/22 20:28,302.8 secs,,0,0,17,0,24,,0,0,2,1,31,0,22,3,,,,,,,,,,0,,,,,,,,,,,3028,-97.75479682,30.50263876,,100,100,0,,100,7/1/22 20:28,302.8 secs,,0,0,17,0,24,,0,0,2,1,31,0,22,3,,,,,,,,,,0,,,,,,,,,,,-97.75479682,30.50263876,117987,1400.774615,30,197599.5811,30.50263876,-97.75479682,2022-05-08 05:05:04 UTC,298.2399902,1.96,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),65349,-97.75479682,30.50263876,30.50263876,-97.75479682,117987,197599.5811
437,3029,-97.75479682,30.50713536,,100,100,0,,100,7/1/22 20:31,151.6 secs,,0,0,6,0,0,,0,0,1,0,51,0,38,4,,,,,,,,,,0,,,,,,,,,,,3029,-97.75479682,30.50713536,,100,100,0,,100,7/1/22 20:31,151.6 secs,,0,0,6,0,0,,0,0,1,0,51,0,38,4,,,,,,,,,,0,,,,,,,,,,,-97.75479682,30.50713536,117987,1852.657537,30,197599.5811,30.50713536,-97.75479682,2022-10-03 18:13:51 UTC,308.980011,1.2,40896,0b1001111111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),69134,-97.75479682,30.50713536,30.50713536,-97.75479682,117987,197599.5811
438,3030,-97.75479682,30.51163196,,100,100,0,,100,7/1/22 20:35,287.8 secs,,0,0,8,0,24,,0,2,0,21,39,1,0,5,,,,,,,,,,0,,,,,,,,,,,3030,-97.75479682,30.51163196,,100,100,0,,100,7/1/22 20:35,287.8 secs,,0,0,8,0,24,,0,2,0,21,39,1,0,5,,,,,,,,,,0,,,,,,,,,,,-97.75479682,30.51163196,117987,2323.684901,30,197599.5811,30.51163196,-97.75479682,2022-05-20 08:27:02 UTC,291.2999878,1.52,19904,0b0100110111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),72770,-97.75479682,30.51163196,30.51163196,-97.75479682,117987,197599.5811
439,3031,-97.74957868,30.48914895,,100,100,0,,100,7/1/22 20:38,139.1 secs,,0,0,0,0,0,,0,0,3,0,2,0,95,0,,,,,,,,,,0,,,,,,,,,,,3031,-97.74957868,30.48914895,,100,100,0,,100,7/1/22 20:38,139.1 secs,,0,0,0,0,0,,0,0,3,0,2,0,95,0,,,,,,,,,,0,,,,,,,,,,,-97.74957868,30.48914895,117987,323.3595025,30,197599.5811,30.48914895,-97.74957868,2023-04-21 19:15:29 UTC,312.1799927,1.36,35520,0b1000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),58610,-97.74957868,30.48914895,30.48914895,-97.74957868,117987,197599.5811
440,3032,-97.74957868,30.49364555,,100,100,0,,100,7/1/22 20:44,395.7 secs,,0,0,8,0,47,,0,0,3,0,21,0,21,0,,,,,,,,,,0,,,,,,,,,,,3032,-97.74957868,30.49364555,,100,100,0,,100,7/1/22 20:44,395.7 secs,,0,0,8,0,47,,0,0,3,0,21,0,21,0,,,,,,,,,,0,,,,,,,,,,,-97.74957868,30.49364555,117987,289.4014037,30,197599.5811,30.49364555,-97.74957868,2023-09-01 06:30:46 UTC,299.6400146,1.84,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),60977,-97.74957868,30.49364555,30.49364555,-97.74957868,117987,197599.5811
441,3033,-97.74957868,30.49814215,,100,100,0,,100,7/1/22 20:46,113.9 secs,,0,0,68,0,20,,0,0,10,0,2,0,0,0,,,,,,,,,,0,,,,,,,,,,,3033,-97.74957868,30.49814215,,100,100,0,,100,7/1/22 20:46,113.9 secs,,0,0,68,0,20,,0,0,10,0,2,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.74957868,30.49814215,117987,748.2934131,30,197599.5811,30.49814215,-97.74957868,2023-12-29 15:22:27 UTC,280.9200134,0.76,56256,0b1101101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),62240,-97.74957868,30.49814215,30.49814215,-97.74957868,117987,197599.5811
442,3034,-97.74957868,30.50263876,,100,100,0,,100,7/1/22 20:49,177.3 secs,,0,0,0,0,0,,0,0,0,0,86,0,11,3,,,,,,,,,,0,,,,,,,,,,,3034,-97.74957868,30.50263876,,100,100,0,,100,7/1/22 20:49,177.3 secs,,0,0,0,0,0,,0,0,0,0,86,0,11,3,,,,,,,,,,0,,,,,,,,,,,-97.74957868,30.50263876,117987,1238.198164,30,197599.5811,30.50263876,-97.74957868,2022-05-08 13:14:44 UTC,294.0799866,1.72,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),65373,-97.74957868,30.50263876,30.50263876,-97.74957868,117987,197599.5811
443,3035,-97.74957868,30.50713536,,100,100,0,,100,7/1/22 20:52,175.6 secs,,0,0,1,0,0,,0,0,0,0,63,0,24,12,,,,,,,,,,0,,,,,,,,,,,3035,-97.74957868,30.50713536,,100,100,0,,100,7/1/22 20:52,175.6 secs,,0,0,1,0,0,,0,0,0,0,63,0,24,12,,,,,,,,,,0,,,,,,,,,,,-97.74957868,30.50713536,117987,1733.010345,30,197599.5811,30.50713536,-97.74957868,2023-12-02 17:47:04 UTC,284.8200073,1.24,35520,0b1000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),69557,-97.74957868,30.50713536,30.50713536,-97.74957868,117987,197599.5811
444,3036,-97.74957868,30.51163196,,100,100,0,,100,7/1/22 21:04,703.1 secs,,0,0,0,0,9,,0,0,0,0,63,0,25,3,,,,,,,,,,0,,,,,,,,,,,3036,-97.74957868,30.51163196,,100,100,0,,100,7/1/22 21:04,703.1 secs,,0,0,0,0,9,,0,0,0,0,63,0,25,3,,,,,,,,,,0,,,,,,,,,,,-97.74957868,30.51163196,117987,2229.465443,30,197599.5811,30.51163196,-97.74957868,2022-05-27 21:06:36 UTC,319.5400085,1.84,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),72119,-97.74957868,30.51163196,30.51163196,-97.74957868,117987,197599.5811
445,2230,-97.76524795,30.44493133,,100,100,0,,100,6/21/22 16:32,108.8 secs,,0,0,0,0,5,,0,6,0,13,69,0,0,7,,,,,,,,,,0,,,,,,,,,,,2230,-97.76524795,30.44493133,,100,100,0,,100,6/21/22 16:32,108.8 secs,,0,0,0,0,5,,0,6,0,13,69,0,0,7,,,,,,,,,,0,,,,,,,,,,,-97.76524794,30.44493133,46069,991.2345159,22,80046.85135,30.44493133,-97.76524795,2022-12-19 11:45:29 UTC,279.5,1.92,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),57985,-97.76524795,30.44493133,30.44493133,-97.76524795,46069,80046.85135
446,2231,-97.76003338,30.42244832,,100,100,0,,100,6/21/22 16:33,80.5 secs,,0,0,0,0,3,,0,0,0,14,72,0,0,9,,,,,,,,,,2,,,,,,,,,,,2231,-97.76003338,30.42244832,,100,100,0,,100,6/21/22 16:33,80.5 secs,,0,0,0,0,3,,0,0,0,14,72,0,0,9,,,,,,,,,,2,,,,,,,,,,,-97.76003338,30.42244832,88758,787.8466775,22,80046.85135,30.42244832,-97.76003338,2023-01-11 02:56:57 UTC,291,1.16,40640,0b1001111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),52002,-97.76003338,30.42244832,30.42244832,-97.76003338,88758,80046.85135
447,2232,-97.76003338,30.42694492,,100,100,0,,100,6/21/22 16:36,155.2 secs,,0,0,2,0,14,,0,0,0,24,54,0,0,6,,,,,,,,,,0,,,,,,,,,,,2232,-97.76003338,30.42694492,,100,100,0,,100,6/21/22 16:36,155.2 secs,,0,0,2,0,14,,0,0,0,24,54,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.76003338,30.42694492,88758,1229.387946,22,80046.85135,30.42694492,-97.76003338,2024-06-24 08:44:01 UTC,299.5799866,2.4000001,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),53850,-97.76003338,30.42694492,30.42694492,-97.76003338,88758,80046.85135
448,2233,-97.76003338,30.43144153,,100,100,0,,100,6/21/22 16:38,131.8 secs,,0,0,0,0,41,,0,4,0,19,18,0,0,18,,,,,,,,,,0,,,,,,,,,,,2233,-97.76003338,30.43144153,,100,100,0,,100,6/21/22 16:38,131.8 secs,,0,0,0,0,41,,0,4,0,19,18,0,0,18,,,,,,,,,,0,,,,,,,,,,,-97.76003338,30.43144153,88758,1702.66826,22,80046.85135,30.43144153,-97.76003338,2024-07-02 13:42:57 UTC,303.8800049,2.2,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),54229,-97.76003338,30.43144153,30.43144153,-97.76003338,88758,80046.85135
449,2234,-97.76003338,30.43593813,,100,100,0,,90,6/21/22 16:39,105.6 secs,,0,0,0,0,31,,0,6,0,55,2,0,0,6,,,,,,,,,,0,,,,,,,,,,,2234,-97.76003338,30.43593813,,100,100,0,,90,6/21/22 16:39,105.6 secs,,0,0,0,0,31,,0,6,0,55,2,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.76003338,30.43593813,46069,2106.025427,22,80046.85135,30.43593813,-97.76003338,2023-08-17 20:16:21 UTC,,2,15,0b0000000000001111,0b11,"Pixel not produced due to missing/bad data, user should check data quality flag bits",0b11,Missing/bad L1B data,0b00,>2 K (Poor performance),55646,-97.76003338,30.43593813,30.43593813,-97.76003338,46069,80046.85135
450,2235,-97.76003338,30.44043473,,100,100,0,,90,6/21/22 16:41,81.1 secs,,0,0,0,0,14,,0,2,0,2,76,0,0,6,,,,,,,,,,0,,,,,,,,,,,2235,-97.76003338,30.44043473,,100,100,0,,90,6/21/22 16:41,81.1 secs,,0,0,0,0,14,,0,2,0,2,76,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.76003338,30.44043473,46069,1683.761847,22,80046.85135,30.44043473,-97.76003338,2023-12-02 17:47:04 UTC,280.980011,1.28,35520,0b1000101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),56568,-97.76003338,30.44043473,30.44043473,-97.76003338,46069,80046.85135
451,2236,-97.76003338,30.44493133,,100,100,0,,90,6/21/22 16:43,8.6 secs,,0,0,58,0,6,,0,0,0,16,19,0,0,1,,,,,,,,,,0,,,,,,,,,,,2236,-97.76003338,30.44493133,,100,100,0,,90,6/21/22 16:43,8.6 secs,,0,0,58,0,6,,0,0,0,16,19,0,0,1,,,,,,,,,,0,,,,,,,,,,,-97.76003338,30.44493133,46069,1315.961115,22,80046.85135,30.44493133,-97.76003338,2024-05-24 20:59:30 UTC,317,3.0799999,1472,0b0000010111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b00,>2 K (Poor performance),57427,-97.76003338,30.44493133,30.44493133,-97.76003338,46069,80046.85135
452,1400,-97.74446279,30.50993467,,100,100,0,,100,6/22/22 19:32,1171.9 secs,,0,0,0,0,29,,0,8,1,26,35,0,0,0,,,,,,,,,,1,,,,,,,,,,,1400,-97.74446279,30.50993467,,100,100,0,,100,6/22/22 19:32,1171.9 secs,,0,0,0,0,29,,0,8,1,26,35,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.74446279,30.50993467,117987,2058.20292,14,108120.9189,30.50993467,-97.74446279,2023-09-28 19:23:22 UTC,317.3599854,2.28,19136,0b0100101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),71725,-97.74446279,30.50993467,30.50993467,-97.74446279,117987,108120.9189
453,1401,-97.75750941,30.49869316,,100,100,0,,90,6/22/22 19:41,403.1 secs,,0,0,12,0,18,,0,30,0,30,6,0,0,2,,,,,,,,,,2,,,,,,,,,,,1401,-97.75750941,30.49869316,,100,100,0,,90,6/22/22 19:41,403.1 secs,,0,0,12,0,18,,0,30,0,30,6,0,0,2,,,,,,,,,,2,,,,,,,,,,,-97.75750941,30.49869316,117987,1225.905678,14,108120.9189,30.49869316,-97.75750941,2022-11-04 13:38:04 UTC,278.8200073,2.4400001,16832,0b0100000111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),62849,-97.75750941,30.49869316,30.49869316,-97.75750941,117987,108120.9189
454,1402,-97.75750941,30.50318976,,100,100,0,,100,6/22/22 22:32,10256.7 secs,,0,0,6,0,16,,0,8,0,28,28,0,0,11,,,,,,,,,,3,,,,,,,,,,,1402,-97.75750941,30.50318976,,100,100,0,,100,6/22/22 22:32,10256.7 secs,,0,0,6,0,16,,0,8,0,28,28,0,0,11,,,,,,,,,,3,,,,,,,,,,,-97.75750941,30.50318976,117987,1592.763802,14,108120.9189,30.50318976,-97.75750941,2023-08-24 09:44:44 UTC,298.3200073,2.4400001,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),66053,-97.75750941,30.50318976,30.50318976,-97.75750941,117987,108120.9189
455,1403,-97.75750941,30.50768637,,100,100,0,,100,6/22/22 22:54,1271.8 secs,,0,0,1,0,3,,0,49,9,0,32,0,6,0,,,,,,,,,,0,,,,,,,,,,,1403,-97.75750941,30.50768637,,100,100,0,,100,6/22/22 22:54,1271.8 secs,,0,0,1,0,3,,0,49,9,0,32,0,6,0,,,,,,,,,,0,,,,,,,,,,,-97.75750941,30.50768636,117987,2016.916588,14,108120.9189,30.50768637,-97.75750941,2024-01-09 11:20:26 UTC,278.3399963,0.68,60352,0b1110101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),69364,-97.75750941,30.50768637,30.50768637,-97.75750941,117987,108120.9189
456,1404,-97.75750941,30.51218297,,100,100,0,,87,6/22/22 22:57,228.3 secs,,0,0,30,0,19,,0,0,28,0,20,1,1,1,,,,,,,,,,0,,,,,,,,,,,1404,-97.75750941,30.51218297,,100,100,0,,87,6/22/22 22:57,228.3 secs,,0,0,30,0,19,,0,0,28,0,20,1,1,1,,,,,,,,,,0,,,,,,,,,,,-97.75750941,30.51218297,117987,2469.009301,14,108120.9189,30.51218297,-97.75750941,2023-10-21 10:32:54 UTC,286.7600098,1.4,35525,0b1000101011000101,0b01,"Pixel produced, nominal quality",0b01,Missing stripe pixel in bands 1 and 5,0b10,1 - 1.5 K (Good performance),72565,-97.75750941,30.51218297,30.51218297,-97.75750941,117987,108120.9189
457,1405,-97.75750941,30.51667957,,100,100,0,,100,6/22/22 23:01,220.5 secs,,0,0,0,0,37,,0,21,0,28,13,0,0,0,,,,,,,,,,1,,,,,,,,,,,1405,-97.75750941,30.51667957,,100,100,0,,100,6/22/22 23:01,220.5 secs,,0,0,0,0,37,,0,21,0,28,13,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.75750941,30.51667957,117987,2936.164782,14,108120.9189,30.51667957,-97.75750941,2022-11-04 13:38:04 UTC,279.3999939,2.4400001,17856,0b0100010111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),74821,-97.75750941,30.51667957,30.51667957,-97.75750941,117987,108120.9189
458,1406,-97.75750941,30.52117617,,100,100,0,,100,6/22/22 23:07,353.2 secs,,0,0,0,0,31,,0,16,0,30,14,1,0,8,,,,,,,,,,0,,,,,,,,,,,1406,-97.75750941,30.52117617,,100,100,0,,100,6/22/22 23:07,353.2 secs,,0,0,0,0,31,,0,16,0,30,14,1,0,8,,,,,,,,,,0,,,,,,,,,,,-97.75750941,30.52117617,117987,3412.202171,14,108120.9189,30.52117617,-97.75750941,2023-12-25 16:58:16 UTC,289.0799866,0.8,56256,0b1101101111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),76490,-97.75750941,30.52117617,30.52117617,-97.75750941,117987,108120.9189
459,1407,-97.75229076,30.49869316,,100,100,0,,100,6/22/22 23:09,117.4 secs,,0,0,6,0,15,,0,0,58,0,3,18,0,0,,,,,,,,,,0,,,,,,,,,,,1407,-97.75229076,30.49869316,,100,100,0,,100,6/22/22 23:09,117.4 secs,,0,0,6,0,15,,0,0,58,0,3,18,0,0,,,,,,,,,,0,,,,,,,,,,,-97.75229076,30.49869316,117987,901.5711898,14,108120.9189,30.49869316,-97.75229076,2023-01-15 01:18:57 UTC,284.0799866,0.92,60096,0b1110101011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b11,<1 K (Excellent performance),62568,-97.75229076,30.49869316,30.49869316,-97.75229076,117987,108120.9189
460,1408,-97.75229076,30.50318976,,100,100,0,,100,6/22/22 23:12,158.1 secs,,0,0,0,0,47,,0,29,12,0,12,0,0,0,,,,,,,,,,0,,,,,,,,,,,1408,-97.75229076,30.50318976,,100,100,0,,100,6/22/22 23:12,158.1 secs,,0,0,0,0,47,,0,29,12,0,12,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.75229076,30.50318976,117987,1359.012195,14,108120.9189,30.50318976,-97.75229076,2022-09-15 09:42:28 UTC,291.7200012,1.4400001,36544,0b1000111011000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b10,1 - 1.5 K (Good performance),66322,-97.75229076,30.50318976,30.50318976,-97.75229076,117987,108120.9189
461,1409,-97.75229076,30.50768637,,100,100,0,,100,6/26/22 0:53,1131.6 secs,,0,0,0,0,20,,0,12,0,39,24,1,0,4,,,,,,,,,,0,,,,,,,,,,,1409,-97.75229076,30.50768637,,100,100,0,,100,6/26/22 0:53,1131.6 secs,,0,0,0,0,20,,0,12,0,39,24,1,0,4,,,,,,,,,,0,,,,,,,,,,,-97.75229076,30.50768636,117987,1837.934133,14,108120.9189,30.50768637,-97.75229076,2022-07-05 14:02:38 UTC,302.8999939,2.04,18880,0b0100100111000000,0b00,"Pixel produced, best quality",0b00,Good quality L1B data,0b01,1.5 - 2 K (Marginal performance),69288,-97.75229076,30.50768637,30.50768637,-97.75229076,117987,108120.9189
